month,entry_time,exit_time,symbol,direction,entry_price,result,realized_R,net_pips,gross_pips,duration_minutes,duration,aggression_mode,score,reason_code,gaspar_p_deteriorating,melchor_signal,decision_id,split
2020-03,2020-03-18T08:55:00Z,2020-03-18T09:15:00Z,EURUSD,SELL,1.10075,LOSS,-1.205854,-12.05854,-10.0,20.0,20m,cautious,0.210576,score_cautious,0.24468,APPROVE,EURUSD-2020-03-18T08:55:00Z-000260,train
2020-03,2020-03-18T09:45:00Z,2020-03-18T10:00:00Z,EURUSD,SELL,1.09971,WIN,1.634981,16.34981,20.0,15.0,15m,cautious,0.29159,score_cautious,0.395211,APPROVE,EURUSD-2020-03-18T09:45:00Z-000263,train
2020-03,2020-03-18T10:15:00Z,2020-03-18T10:55:00Z,EURUSD,SELL,1.09846,WIN,1.79093,17.9093,20.0,40.0,40m,cautious,0.245957,score_cautious,0.488763,APPROVE,EURUSD-2020-03-18T10:15:00Z-000266,train
2020-03,2020-03-18T11:25:00Z,2020-03-18T11:35:00Z,EURUSD,SELL,1.09877,LOSS,-1.256534,-12.56534,-10.0,10.0,10m,cautious,0.211046,score_cautious,0.49063,APPROVE,EURUSD-2020-03-18T11:25:00Z-000267,train
2020-03,2020-03-18T14:00:00Z,2020-03-18T14:25:00Z,EURUSD,SELL,1.0977,WIN,1.708824,17.08824,20.0,25.0,25m,normal,0.354517,score_normal,0.316181,APPROVE,EURUSD-2020-03-18T14:00:00Z-000272,train
2020-03,2020-03-18T14:40:00Z,2020-03-18T15:00:00Z,EURUSD,SELL,1.09675,WIN,1.669831,16.69831,20.0,20.0,20m,normal,0.313518,score_normal,0.395585,APPROVE,EURUSD-2020-03-18T14:40:00Z-000274,train
2020-03,2020-03-18T17:35:00Z,2020-03-18T17:45:00Z,EURUSD,SELL,1.0872,WIN,1.781562,17.81562,20.0,10.0,10m,normal,0.327962,score_normal,0.343464,APPROVE,EURUSD-2020-03-18T17:35:00Z-000278,train
2020-03,2020-03-18T17:55:00Z,2020-03-18T18:00:00Z,EURUSD,SELL,1.08546,WIN,1.658163,16.58163,20.0,5.0,5m,cautious,0.216218,score_cautious,0.472879,APPROVE,EURUSD-2020-03-18T17:55:00Z-000280,train
2020-03,2020-03-18T18:25:00Z,2020-03-18T18:55:00Z,EURUSD,SELL,1.08425,WIN,1.688564,16.88564,20.0,30.0,30m,normal,0.347607,score_normal,0.361148,APPROVE,EURUSD-2020-03-18T18:25:00Z-000282,train
2020-03,2020-03-18T18:55:00Z,2020-03-18T19:00:00Z,EURUSD,BUY,1.08176,LOSS,-1.237221,-12.37221,-10.0,5.0,5m,normal,0.346875,score_normal,0.214883,APPROVE,EURUSD-2020-03-18T18:55:00Z-000283,train
2020-03,2020-03-18T19:00:00Z,2020-03-18T19:30:00Z,EURUSD,BUY,1.08091,WIN,1.790441,17.90441,20.0,30.0,30m,premium,0.459866,score_premium,0.366658,APPROVE,EURUSD-2020-03-18T19:00:00Z-000284,train
2020-03,2020-03-18T19:30:00Z,2020-03-18T19:50:00Z,EURUSD,SELL,1.08333,LOSS,-1.322518,-13.22518,-10.0,20.0,20m,cautious,0.207222,score_cautious,0.408977,APPROVE,EURUSD-2020-03-18T19:30:00Z-000285,train
2020-03,2020-03-18T21:55:00Z,2020-03-18T23:00:00Z,EURUSD,BUY,1.08953,WIN,1.731142,17.31142,20.0,65.0,1h 05m,premium,0.401261,score_premium,0.397287,APPROVE,EURUSD-2020-03-18T21:55:00Z-000286,train
2020-03,2020-03-19T08:20:00Z,2020-03-19T08:40:00Z,EURUSD,SELL,1.09338,LOSS,-1.293278,-12.93278,-10.0,20.0,20m,normal,0.324435,score_normal,0.22077,APPROVE,EURUSD-2020-03-19T08:20:00Z-000307,train
2020-03,2020-03-19T08:40:00Z,2020-03-19T08:50:00Z,EURUSD,SELL,1.09328,LOSS,-1.293542,-12.93542,-10.0,10.0,10m,cautious,0.231471,score_cautious,0.373947,APPROVE,EURUSD-2020-03-19T08:40:00Z-000308,train
2020-03,2020-03-19T08:50:00Z,2020-03-19T09:20:00Z,EURUSD,SELL,1.09361,WIN,1.726592,17.26592,20.0,30.0,30m,premium,0.472457,score_premium,0.344628,APPROVE,EURUSD-2020-03-19T08:50:00Z-000309,train
2020-03,2020-03-19T09:20:00Z,2020-03-19T09:30:00Z,EURUSD,SELL,1.09109,WIN,1.752449,17.52449,20.0,10.0,10m,premium,0.622541,score_premium,0.229382,APPROVE,EURUSD-2020-03-19T09:20:00Z-000310,train
2020-03,2020-03-19T09:30:00Z,2020-03-19T09:40:00Z,EURUSD,SELL,1.08915,WIN,1.67576,16.7576,20.0,10.0,10m,premium,0.738481,score_premium,0.176671,APPROVE,EURUSD-2020-03-19T09:30:00Z-000311,train
2020-03,2020-03-19T09:40:00Z,2020-03-19T09:45:00Z,EURUSD,SELL,1.08596,LOSS,-1.320475,-13.20475,-10.0,5.0,5m,premium,0.428265,score_premium,0.279991,APPROVE,EURUSD-2020-03-19T09:40:00Z-000312,train
2020-03,2020-03-19T09:45:00Z,2020-03-19T09:50:00Z,EURUSD,SELL,1.08634,LOSS,-1.375764,-13.75764,-10.0,5.0,5m,normal,0.329777,score_normal,0.397867,APPROVE,EURUSD-2020-03-19T09:45:00Z-000313,train
2020-03,2020-03-19T09:55:00Z,2020-03-19T10:10:00Z,EURUSD,SELL,1.08561,WIN,1.643532,16.43532,20.0,15.0,15m,premium,0.57099,score_premium,0.415028,APPROVE,EURUSD-2020-03-19T09:55:00Z-000314,train
2020-03,2020-03-19T10:10:00Z,2020-03-19T10:15:00Z,EURUSD,BUY,1.08253,LOSS,-1.29494,-12.9494,-10.0,5.0,5m,premium,0.477044,score_premium,0.310622,APPROVE,EURUSD-2020-03-19T10:10:00Z-000315,train
2020-03,2020-03-19T10:15:00Z,2020-03-19T10:20:00Z,EURUSD,BUY,1.08147,WIN,1.684871,16.84871,20.0,5.0,5m,premium,0.657701,score_premium,0.350368,APPROVE,EURUSD-2020-03-19T10:15:00Z-000316,train
2020-03,2020-03-19T10:20:00Z,2020-03-19T10:25:00Z,EURUSD,SELL,1.08527,LOSS,-1.182869,-11.82869,-10.0,5.0,5m,premium,0.414952,score_premium,0.375607,APPROVE,EURUSD-2020-03-19T10:20:00Z-000317,train
2020-03,2020-03-19T10:25:00Z,2020-03-19T10:30:00Z,EURUSD,SELL,1.08731,LOSS,-1.234612,-12.34612,-10.0,5.0,5m,normal,0.380435,score_normal,0.434006,APPROVE,EURUSD-2020-03-19T10:25:00Z-000318,train
2020-03,2020-03-19T10:30:00Z,2020-03-19T10:40:00Z,EURUSD,SELL,1.08737,LOSS,-1.327964,-13.27964,-10.0,10.0,10m,normal,0.368714,score_normal,0.446304,APPROVE,EURUSD-2020-03-19T10:30:00Z-000319,train
2020-03,2020-03-19T10:40:00Z,2020-03-19T10:45:00Z,EURUSD,SELL,1.08706,LOSS,-1.249064,-12.49064,-10.0,5.0,5m,normal,0.374129,score_normal,0.417709,APPROVE,EURUSD-2020-03-19T10:40:00Z-000320,train
2020-03,2020-03-19T10:45:00Z,2020-03-19T10:55:00Z,EURUSD,SELL,1.08864,WIN,1.634328,16.34328,20.0,10.0,10m,premium,0.590581,score_premium,0.398604,APPROVE,EURUSD-2020-03-19T10:45:00Z-000321,train
2020-03,2020-03-19T10:55:00Z,2020-03-19T11:00:00Z,EURUSD,SELL,1.08605,WIN,1.767172,17.67172,20.0,5.0,5m,premium,0.688386,score_premium,0.285611,APPROVE,EURUSD-2020-03-19T10:55:00Z-000322,train
2020-03,2020-03-19T11:00:00Z,2020-03-19T11:15:00Z,EURUSD,BUY,1.08375,WIN,1.621299,16.21299,20.0,15.0,15m,premium,0.592506,score_premium,0.391974,APPROVE,EURUSD-2020-03-19T11:00:00Z-000323,train
2020-03,2020-03-19T11:25:00Z,2020-03-19T11:35:00Z,EURUSD,SELL,1.08501,LOSS,-1.318998,-13.18998,-10.0,10.0,10m,normal,0.338773,score_normal,0.432597,APPROVE,EURUSD-2020-03-19T11:25:00Z-000324,train
2020-03,2020-03-19T11:35:00Z,2020-03-19T11:40:00Z,EURUSD,SELL,1.08661,WIN,1.724764,17.24764,20.0,5.0,5m,premium,0.49196,score_premium,0.459016,APPROVE,EURUSD-2020-03-19T11:35:00Z-000325,train
2020-03,2020-03-19T11:40:00Z,2020-03-19T12:00:00Z,EURUSD,SELL,1.08435,WIN,1.696335,16.96335,20.0,20.0,20m,premium,0.546263,score_premium,0.395622,APPROVE,EURUSD-2020-03-19T11:40:00Z-000326,train
2020-03,2020-03-19T12:00:00Z,2020-03-19T12:25:00Z,EURUSD,SELL,1.08237,WIN,1.761098,17.61098,20.0,25.0,25m,premium,0.533975,score_premium,0.365316,APPROVE,EURUSD-2020-03-19T12:00:00Z-000327,train
2020-03,2020-03-19T12:25:00Z,2020-03-19T13:00:00Z,EURUSD,SELL,1.08054,WIN,1.784892,17.84892,20.0,35.0,35m,premium,0.417075,score_premium,0.470718,APPROVE,EURUSD-2020-03-19T12:25:00Z-000328,train
2020-03,2020-03-19T18:45:00Z,2020-03-19T18:55:00Z,EURUSD,BUY,1.06884,LOSS,-1.332148,-13.32148,-10.0,10.0,10m,cautious,0.271581,score_cautious,0.20278,APPROVE,EURUSD-2020-03-19T18:45:00Z-000329,train
2020-03,2020-03-19T18:55:00Z,2020-03-19T19:00:00Z,EURUSD,BUY,1.0678,LOSS,-1.234431,-12.34431,-10.0,5.0,5m,cautious,0.234614,score_cautious,0.217565,APPROVE,EURUSD-2020-03-19T18:55:00Z-000330,train
2020-03,2020-03-19T19:00:00Z,2020-03-19T19:15:00Z,EURUSD,BUY,1.06628,WIN,1.793904,17.93904,20.0,15.0,15m,premium,0.502869,score_premium,0.174054,APPROVE,EURUSD-2020-03-19T19:00:00Z-000331,train
2020-03,2020-03-19T19:15:00Z,2020-03-19T19:35:00Z,EURUSD,BUY,1.06821,WIN,1.679756,16.79756,20.0,20.0,20m,premium,0.54204,score_premium,0.112877,APPROVE,EURUSD-2020-03-19T19:15:00Z-000332,train
2020-03,2020-03-19T19:35:00Z,2020-03-19T19:40:00Z,EURUSD,BUY,1.07013,LOSS,-1.249483,-12.49483,-10.0,5.0,5m,normal,0.315588,score_normal,0.105638,APPROVE,EURUSD-2020-03-19T19:35:00Z-000333,train
2020-03,2020-03-19T19:40:00Z,2020-03-19T19:50:00Z,EURUSD,BUY,1.06977,LOSS,-1.185923,-11.85923,-10.0,10.0,10m,normal,0.306078,score_normal,0.098731,APPROVE,EURUSD-2020-03-19T19:40:00Z-000334,train
2020-03,2020-03-19T21:00:00Z,2020-03-19T21:15:00Z,EURUSD,BUY,1.06673,WIN,1.716922,17.16922,20.0,15.0,15m,premium,0.509662,score_premium,0.068463,APPROVE,EURUSD-2020-03-19T21:00:00Z-000335,train
2020-03,2020-03-19T21:15:00Z,2020-03-19T21:20:00Z,EURUSD,BUY,1.06881,LOSS,-1.292457,-12.92457,-10.0,5.0,5m,cautious,0.221409,score_cautious,0.133029,APPROVE,EURUSD-2020-03-19T21:15:00Z-000336,train
2020-03,2020-03-20T08:20:00Z,2020-03-20T08:45:00Z,EURUSD,BUY,1.07525,WIN,1.591537,15.91537,20.0,25.0,25m,normal,0.301978,score_normal,0.338098,APPROVE,EURUSD-2020-03-20T08:20:00Z-000349,train
2020-03,2020-03-20T08:45:00Z,2020-03-20T09:05:00Z,EURUSD,SELL,1.07743,WIN,1.633557,16.33557,20.0,20.0,20m,normal,0.336877,score_normal,0.342545,APPROVE,EURUSD-2020-03-20T08:45:00Z-000350,train
2020-03,2020-03-20T09:05:00Z,2020-03-20T09:30:00Z,EURUSD,SELL,1.07506,LOSS,-1.262051,-12.62051,-10.0,25.0,25m,cautious,0.284171,score_cautious,0.20985,APPROVE,EURUSD-2020-03-20T09:05:00Z-000351,train
2020-03,2020-03-20T11:30:00Z,2020-03-20T11:45:00Z,EURUSD,SELL,1.07617,WIN,1.747688,17.47688,20.0,15.0,15m,normal,0.349275,score_normal,0.074794,APPROVE,EURUSD-2020-03-20T11:30:00Z-000355,train
2020-03,2020-03-20T11:45:00Z,2020-03-20T12:10:00Z,EURUSD,SELL,1.07319,WIN,1.653134,16.53134,20.0,25.0,25m,premium,0.482933,score_premium,0.046987,APPROVE,EURUSD-2020-03-20T11:45:00Z-000356,train
2020-03,2020-03-20T12:10:00Z,2020-03-20T12:20:00Z,EURUSD,SELL,1.07214,LOSS,-1.358546,-13.58546,-10.0,10.0,10m,normal,0.307715,score_normal,0.06993,APPROVE,EURUSD-2020-03-20T12:10:00Z-000357,train
2020-03,2020-03-20T12:35:00Z,2020-03-20T12:45:00Z,EURUSD,SELL,1.07481,WIN,1.646207,16.46207,20.0,10.0,10m,normal,0.374681,score_normal,0.102927,APPROVE,EURUSD-2020-03-20T12:35:00Z-000360,train
2020-03,2020-03-20T12:45:00Z,2020-03-20T13:00:00Z,EURUSD,SELL,1.07288,LOSS,-1.261615,-12.61615,-10.0,15.0,15m,cautious,0.224362,score_cautious,0.08987,APPROVE,EURUSD-2020-03-20T12:45:00Z-000361,train
2020-03,2020-03-20T14:00:00Z,2020-03-20T14:10:00Z,EURUSD,SELL,1.07106,LOSS,-1.381968,-13.81968,-10.0,10.0,10m,normal,0.308919,score_normal,0.043946,APPROVE,EURUSD-2020-03-20T14:00:00Z-000362,train
2020-03,2020-03-20T14:50:00Z,2020-03-20T15:00:00Z,EURUSD,SELL,1.07433,WIN,1.652244,16.52244,20.0,10.0,10m,normal,0.389065,score_normal,0.200563,APPROVE,EURUSD-2020-03-20T14:50:00Z-000364,train
2020-03,2020-03-20T17:00:00Z,2020-03-20T17:05:00Z,EURUSD,SELL,1.07199,LOSS,-1.251295,-12.51295,-10.0,5.0,5m,normal,0.314065,score_normal,0.07393,APPROVE,EURUSD-2020-03-20T17:00:00Z-000365,train
2020-03,2020-03-20T17:05:00Z,2020-03-20T17:30:00Z,EURUSD,SELL,1.07427,WIN,1.789154,17.89154,20.0,25.0,25m,normal,0.321907,score_normal,0.311826,APPROVE,EURUSD-2020-03-20T17:05:00Z-000366,train
2020-03,2020-03-20T17:30:00Z,2020-03-20T17:35:00Z,EURUSD,SELL,1.0725,LOSS,-1.238359,-12.38359,-10.0,5.0,5m,normal,0.310971,score_normal,0.145043,APPROVE,EURUSD-2020-03-20T17:30:00Z-000367,train
2020-03,2020-03-20T17:35:00Z,2020-03-20T17:55:00Z,EURUSD,SELL,1.07364,WIN,1.688162,16.88162,20.0,20.0,20m,premium,0.430446,score_premium,0.25547,APPROVE,EURUSD-2020-03-20T17:35:00Z-000368,train
2020-03,2020-03-20T17:55:00Z,2020-03-20T18:00:00Z,EURUSD,BUY,1.06944,LOSS,-1.388732,-13.88732,-10.0,5.0,5m,premium,0.519777,score_premium,0.049135,APPROVE,EURUSD-2020-03-20T17:55:00Z-000369,train
2020-03,2020-03-20T18:00:00Z,2020-03-20T18:05:00Z,EURUSD,BUY,1.06814,WIN,1.664101,16.64101,20.0,5.0,5m,premium,0.665541,score_premium,0.124534,APPROVE,EURUSD-2020-03-20T18:00:00Z-000370,train
2020-03,2020-03-20T18:05:00Z,2020-03-20T18:10:00Z,EURUSD,BUY,1.07033,LOSS,-1.3535,-13.535,-10.0,5.0,5m,premium,0.50251,score_premium,0.052272,APPROVE,EURUSD-2020-03-20T18:05:00Z-000371,train
2020-03,2020-03-20T18:10:00Z,2020-03-20T18:35:00Z,EURUSD,BUY,1.06919,LOSS,-1.304948,-13.04948,-10.0,25.0,25m,premium,0.42849,score_premium,0.128664,APPROVE,EURUSD-2020-03-20T18:10:00Z-000372,train
2020-03,2020-03-20T18:35:00Z,2020-03-20T18:45:00Z,EURUSD,BUY,1.06811,LOSS,-1.371924,-13.71924,-10.0,10.0,10m,premium,0.441631,score_premium,0.07118,APPROVE,EURUSD-2020-03-20T18:35:00Z-000373,train
2020-03,2020-03-20T18:45:00Z,2020-03-20T18:50:00Z,EURUSD,BUY,1.06717,LOSS,-1.231766,-12.31766,-10.0,5.0,5m,normal,0.365547,score_normal,0.132108,APPROVE,EURUSD-2020-03-20T18:45:00Z-000374,train
2020-03,2020-03-20T18:50:00Z,2020-03-20T18:55:00Z,EURUSD,BUY,1.06706,LOSS,-1.351597,-13.51597,-10.0,5.0,5m,normal,0.357161,score_normal,0.121847,APPROVE,EURUSD-2020-03-20T18:50:00Z-000375,train
2020-03,2020-03-20T18:55:00Z,2020-03-20T19:15:00Z,EURUSD,BUY,1.06607,WIN,1.646818,16.46818,20.0,20.0,20m,premium,0.564248,score_premium,0.124064,APPROVE,EURUSD-2020-03-20T18:55:00Z-000376,train
2020-03,2020-03-20T19:15:00Z,2020-03-20T19:55:00Z,EURUSD,BUY,1.06802,LOSS,-1.274393,-12.74393,-10.0,40.0,40m,normal,0.320038,score_normal,0.188723,APPROVE,EURUSD-2020-03-20T19:15:00Z-000377,train
2020-03,2020-03-20T21:20:00Z,2020-03-20T21:30:00Z,EURUSD,BUY,1.06512,LOSS,-1.275051,-12.75051,-10.0,10.0,10m,normal,0.312681,score_normal,0.085916,APPROVE,EURUSD-2020-03-20T21:20:00Z-000378,train
2020-03,2020-03-20T21:30:00Z,2020-03-20T21:50:00Z,EURUSD,BUY,1.06403,WIN,1.755455,17.55455,20.0,20.0,20m,premium,0.55867,score_premium,0.066447,APPROVE,EURUSD-2020-03-20T21:30:00Z-000379,train
2020-03,2020-03-20T21:50:00Z,2020-03-20T22:15:00Z,EURUSD,BUY,1.06646,WIN,1.766967,17.66967,20.0,25.0,25m,premium,0.643511,score_premium,0.054494,APPROVE,EURUSD-2020-03-20T21:50:00Z-000380,train
2020-03,2020-03-25T19:05:00Z,2020-03-25T19:25:00Z,EURUSD,BUY,1.08424,WIN,1.779251,17.79251,20.0,20.0,20m,cautious,0.221143,score_cautious,0.226274,APPROVE,EURUSD-2020-03-25T19:05:00Z-000400,train
2020-03,2020-03-26T14:45:00Z,2020-03-26T15:00:00Z,EURUSD,BUY,1.0949,WIN,1.80729,18.0729,20.0,15.0,15m,cautious,0.248899,score_cautious,0.340178,APPROVE,EURUSD-2020-03-26T14:45:00Z-000409,train
2020-03,2020-03-26T17:00:00Z,2020-03-26T17:30:00Z,EURUSD,BUY,1.09914,WIN,1.801068,18.01068,20.0,30.0,30m,normal,0.36963,score_normal,0.254389,APPROVE,EURUSD-2020-03-26T17:00:00Z-000410,train
2020-03,2020-03-26T17:40:00Z,2020-03-26T18:00:00Z,EURUSD,BUY,1.09971,WIN,1.6484,16.484,20.0,20.0,20m,normal,0.309109,score_normal,0.340616,APPROVE,EURUSD-2020-03-26T17:40:00Z-000412,train
2020-03,2020-03-26T18:00:00Z,2020-03-26T18:05:00Z,EURUSD,BUY,1.10245,LOSS,-1.370886,-13.70886,-10.0,5.0,5m,cautious,0.21258,score_cautious,0.247755,APPROVE,EURUSD-2020-03-26T18:00:00Z-000413,train
2020-03,2020-03-26T18:05:00Z,2020-03-26T18:55:00Z,EURUSD,BUY,1.10126,WIN,1.695974,16.95974,20.0,50.0,50m,normal,0.324157,score_normal,0.358264,APPROVE,EURUSD-2020-03-26T18:05:00Z-000414,train
2020-03,2020-03-26T18:55:00Z,2020-03-26T19:15:00Z,EURUSD,BUY,1.10349,LOSS,-1.301862,-13.01862,-10.0,20.0,20m,cautious,0.271093,score_cautious,0.227504,APPROVE,EURUSD-2020-03-26T18:55:00Z-000415,train
2020-03,2020-03-26T19:15:00Z,2020-03-26T21:05:00Z,EURUSD,BUY,1.10255,WIN,1.640074,16.40074,20.0,110.0,1h 50m,normal,0.387549,score_normal,0.321337,APPROVE,EURUSD-2020-03-26T19:15:00Z-000416,train
2020-03,2020-03-26T21:15:00Z,2020-03-26T22:00:00Z,EURUSD,BUY,1.10288,WIN,1.799258,17.99258,20.0,45.0,45m,cautious,0.229524,score_cautious,0.327365,APPROVE,EURUSD-2020-03-26T21:15:00Z-000418,train
2020-03,2020-03-27T08:35:00Z,2020-03-27T09:30:00Z,EURUSD,SELL,1.10458,WIN,1.782105,17.82105,20.0,55.0,55m,premium,0.401164,score_premium,0.158413,APPROVE,EURUSD-2020-03-27T08:35:00Z-000424,train
2020-03,2020-03-27T10:10:00Z,2020-03-27T10:30:00Z,EURUSD,SELL,1.10397,WIN,1.771299,17.71299,20.0,20.0,20m,cautious,0.225952,score_cautious,0.329171,APPROVE,EURUSD-2020-03-27T10:10:00Z-000426,train
2020-03,2020-03-27T10:30:00Z,2020-03-27T11:30:00Z,EURUSD,SELL,1.10205,WIN,1.630809,16.30809,20.0,60.0,1h 00m,cautious,0.286841,score_cautious,0.26079,APPROVE,EURUSD-2020-03-27T10:30:00Z-000427,train
2020-03,2020-03-27T11:55:00Z,2020-03-27T12:20:00Z,EURUSD,SELL,1.10157,WIN,1.706285,17.06285,20.0,25.0,25m,normal,0.320413,score_normal,0.289864,APPROVE,EURUSD-2020-03-27T11:55:00Z-000430,train
2020-03,2020-03-27T14:40:00Z,2020-03-27T15:25:00Z,EURUSD,SELL,1.09842,WIN,1.654212,16.54212,20.0,45.0,45m,cautious,0.225108,score_cautious,0.044054,APPROVE,EURUSD-2020-03-27T14:40:00Z-000434,train
2020-03,2020-03-27T17:00:00Z,2020-03-27T17:20:00Z,EURUSD,BUY,1.10058,WIN,1.816031,18.16031,20.0,20.0,20m,cautious,0.234534,score_cautious,0.121565,APPROVE,EURUSD-2020-03-27T17:00:00Z-000435,train
2020-03,2020-03-27T17:20:00Z,2020-03-27T17:50:00Z,EURUSD,BUY,1.10277,WIN,1.705956,17.05956,20.0,30.0,30m,normal,0.346455,score_normal,0.089688,APPROVE,EURUSD-2020-03-27T17:20:00Z-000436,train
2020-03,2020-03-27T18:00:00Z,2020-03-27T18:20:00Z,EURUSD,BUY,1.10588,WIN,1.710518,17.10518,20.0,20.0,20m,cautious,0.217724,score_cautious,0.174868,APPROVE,EURUSD-2020-03-27T18:00:00Z-000438,train
2020-03,2020-03-27T18:50:00Z,2020-03-27T19:55:00Z,EURUSD,BUY,1.10679,WIN,1.687314,16.87314,20.0,65.0,1h 05m,normal,0.34721,score_normal,0.10667,APPROVE,EURUSD-2020-03-27T18:50:00Z-000442,train
2020-03,2020-03-27T19:55:00Z,2020-03-27T21:00:00Z,EURUSD,BUY,1.10943,WIN,1.745066,17.45066,20.0,65.0,1h 05m,premium,0.413624,score_premium,0.29456,APPROVE,EURUSD-2020-03-27T19:55:00Z-000443,train
2020-03,2020-03-27T21:00:00Z,2020-03-27T22:15:00Z,EURUSD,BUY,1.11182,WIN,1.732402,17.32402,20.0,75.0,1h 15m,premium,0.445283,score_premium,0.291393,APPROVE,EURUSD-2020-03-27T21:00:00Z-000444,train
2020-03,2020-03-31T09:30:00Z,2020-03-31T11:55:00Z,EURUSD,SELL,1.1007,WIN,1.659716,16.59716,20.0,145.0,2h 25m,normal,0.312826,score_normal,0.408741,APPROVE,EURUSD-2020-03-31T09:30:00Z-000454,train
2022-04,2022-04-01T07:05:00Z,2022-04-01T10:30:00Z,EURUSD,SELL,1.10669,WIN,1.755559,17.55559,20.0,205.0,3h 25m,cautious,0.226491,score_cautious,0.098684,APPROVE,EURUSD-2022-04-01T07:05:00Z-002572,train
2022-04,2022-04-05T07:10:00Z,2022-04-05T11:10:00Z,EURUSD,BUY,1.09701,WIN,0.679959,6.79959,10.0,240.0,4h 00m,cautious,0.288358,score_cautious,0.293806,APPROVE,EURUSD-2022-04-05T07:10:00Z-002580,train
2022-04,2022-04-05T11:10:00Z,2022-04-05T13:40:00Z,EURUSD,SELL,1.09808,WIN,1.733536,17.33536,20.0,150.0,2h 30m,premium,0.418908,score_premium,0.077213,APPROVE,EURUSD-2022-04-05T11:10:00Z-002581,train
