variant,threshold,month,rows,trades,coverage,trade_precision,buy_precision,sell_precision,avg_r,total_r,profit_factor,max_drawdown_r,prediction_distribution,target_distribution,low_sample
rich_policy_medium,0.40,2025-05,5176,1942,0.375193,0.299691,0.358382,0.252553,-0.020865,-40.52,0.967737,185.84,"{""DO_NOTHING"": 3234, ""ENTER_BUY"": 865, ""ENTER_SELL"": 1077}","{""DO_NOTHING"": 2371, ""ENTER_BUY"": 1562, ""ENTER_SELL"": 1243}",False
rich_policy_medium,0.40,2025-06,4613,793,0.171905,0.282472,0.351852,0.234542,-0.021602,-17.13,0.966051,110.1,"{""DO_NOTHING"": 3820, ""ENTER_BUY"": 324, ""ENTER_SELL"": 469}","{""DO_NOTHING"": 2481, ""ENTER_BUY"": 1207, ""ENTER_SELL"": 925}",False
rich_policy_medium,0.40,2025-07,5235,1486,0.283859,0.347914,0.251586,0.392892,0.234522,348.5,1.437765,85.71,"{""DO_NOTHING"": 3749, ""ENTER_BUY"": 473, ""ENTER_SELL"": 1013}","{""DO_NOTHING"": 2834, ""ENTER_BUY"": 946, ""ENTER_SELL"": 1455}",False
rich_policy_medium,0.40,2025-08,4898,1484,0.302981,0.251348,0.456853,0.219891,-0.062008,-92.02,0.904353,249.54,"{""DO_NOTHING"": 3414, ""ENTER_BUY"": 197, ""ENTER_SELL"": 1287}","{""DO_NOTHING"": 2914, ""ENTER_BUY"": 974, ""ENTER_SELL"": 1010}",False
rich_policy_medium,0.40,2025-09,4901,1135,0.231585,0.315419,0.206897,0.363405,0.191648,217.52,1.36237,135.0,"{""DO_NOTHING"": 3766, ""ENTER_BUY"": 348, ""ENTER_SELL"": 787}","{""DO_NOTHING"": 3081, ""ENTER_BUY"": 863, ""ENTER_SELL"": 957}",False
rich_policy_medium,0.40,2025-10,5429,1483,0.273163,0.306811,0.30742,0.306667,0.299258,443.8,1.649524,86.92,"{""DO_NOTHING"": 3946, ""ENTER_BUY"": 283, ""ENTER_SELL"": 1200}","{""DO_NOTHING"": 3455, ""ENTER_BUY"": 956, ""ENTER_SELL"": 1018}",False
rich_policy_medium,0.40,2025-11,4612,1084,0.235039,0.273985,0.150376,0.291272,0.159197,172.57,1.306846,101.57,"{""DO_NOTHING"": 3528, ""ENTER_BUY"": 133, ""ENTER_SELL"": 951}","{""DO_NOTHING"": 3314, ""ENTER_BUY"": 621, ""ENTER_SELL"": 677}",False
rich_policy_medium,0.40,2025-12,4596,438,0.0953,0.214612,0.416667,0.148485,0.099132,43.42,1.195568,64.13,"{""DO_NOTHING"": 4158, ""ENTER_BUY"": 108, ""ENTER_SELL"": 330}","{""DO_NOTHING"": 3497, ""ENTER_BUY"": 616, ""ENTER_SELL"": 483}",False
rich_policy_medium,0.40,2026-01,4611,1104,0.239427,0.303442,0.247312,0.314815,0.047373,52.3,1.078959,145.87,"{""DO_NOTHING"": 3507, ""ENTER_BUY"": 186, ""ENTER_SELL"": 918}","{""DO_NOTHING"": 2888, ""ENTER_BUY"": 857, ""ENTER_SELL"": 866}",False
rich_policy_medium,0.40,2026-02,4539,1138,0.250716,0.203866,0.161491,0.235115,-0.012223,-13.91,0.977251,94.09,"{""DO_NOTHING"": 3401, ""ENTER_BUY"": 483, ""ENTER_SELL"": 655}","{""DO_NOTHING"": 3177, ""ENTER_BUY"": 581, ""ENTER_SELL"": 781}",False
rich_policy_medium,0.40,2026-03,4866,1565,0.321619,0.336102,0.356164,0.321586,0.195444,305.87,1.346265,80.22,"{""DO_NOTHING"": 3301, ""ENTER_BUY"": 657, ""ENTER_SELL"": 908}","{""DO_NOTHING"": 2382, ""ENTER_BUY"": 1060, ""ENTER_SELL"": 1424}",False
rich_policy_medium,0.40,2026-04,2294,459,0.200087,0.22658,0.0,0.227571,-0.057211,-26.26,0.900311,93.66,"{""DO_NOTHING"": 1835, ""ENTER_BUY"": 2, ""ENTER_SELL"": 457}","{""DO_NOTHING"": 1283, ""ENTER_BUY"": 692, ""ENTER_SELL"": 319}",False
rich_policy_strict,0.40,2024-01,4900,703,0.143469,0.213371,0.127517,0.236462,-0.149403,-105.03,0.769717,167.96,"{""DO_NOTHING"": 4197, ""ENTER_BUY"": 149, ""ENTER_SELL"": 554}","{""DO_NOTHING"": 3222, ""ENTER_BUY"": 711, ""ENTER_SELL"": 967}",False
rich_policy_strict,0.40,2024-02,4900,342,0.069796,0.190058,0.157447,0.261682,-0.038538,-13.18,0.933645,83.54,"{""DO_NOTHING"": 4558, ""ENTER_BUY"": 235, ""ENTER_SELL"": 107}","{""DO_NOTHING"": 3681, ""ENTER_BUY"": 652, ""ENTER_SELL"": 567}",False
rich_policy_strict,0.40,2024-03,4857,152,0.031295,0.203947,0.254237,0.029412,-0.113947,-17.32,0.811596,53.75,"{""DO_NOTHING"": 4705, ""ENTER_BUY"": 118, ""ENTER_SELL"": 34}","{""DO_NOTHING"": 3713, ""ENTER_BUY"": 475, ""ENTER_SELL"": 669}",False
rich_policy_strict,0.40,2024-04,4901,629,0.128341,0.252782,0.257944,0.223404,0.281781,177.24,1.644626,73.29,"{""DO_NOTHING"": 4272, ""ENTER_BUY"": 535, ""ENTER_SELL"": 94}","{""DO_NOTHING"": 3419, ""ENTER_BUY"": 741, ""ENTER_SELL"": 741}",False
rich_policy_strict,0.40,2024-05,5476,274,0.050037,0.087591,0.15748,0.027211,-0.264124,-72.37,0.558369,96.11,"{""DO_NOTHING"": 5202, ""ENTER_BUY"": 127, ""ENTER_SELL"": 147}","{""DO_NOTHING"": 4306, ""ENTER_BUY"": 677, ""ENTER_SELL"": 493}",False
rich_policy_strict,0.40,2024-06,4612,260,0.056375,0.188462,0.097826,0.407895,0.135385,35.2,1.268846,55.16,"{""DO_NOTHING"": 4352, ""ENTER_BUY"": 184, ""ENTER_SELL"": 76}","{""DO_NOTHING"": 3394, ""ENTER_BUY"": 492, ""ENTER_SELL"": 726}",False
rich_policy_strict,0.40,2024-07,5000,252,0.0504,0.277778,0.229665,0.511628,0.609484,153.59,3.297188,19.21,"{""DO_NOTHING"": 4748, ""ENTER_BUY"": 209, ""ENTER_SELL"": 43}","{""DO_NOTHING"": 4219, ""ENTER_BUY"": 358, ""ENTER_SELL"": 423}",False
rich_policy_strict,0.40,2024-08,5188,256,0.049345,0.070312,0.06383,0.142857,-0.36,-92.16,0.418145,104.25,"{""DO_NOTHING"": 4932, ""ENTER_BUY"": 235, ""ENTER_SELL"": 21}","{""DO_NOTHING"": 3684, ""ENTER_BUY"": 801, ""ENTER_SELL"": 703}",False
rich_policy_strict,0.40,2024-09,4613,328,0.071103,0.125,0.307692,0.100346,-0.2625,-86.1,0.568767,138.72,"{""DO_NOTHING"": 4285, ""ENTER_BUY"": 39, ""ENTER_SELL"": 289}","{""DO_NOTHING"": 3223, ""ENTER_BUY"": 785, ""ENTER_SELL"": 605}",False
rich_policy_strict,0.40,2024-10,5476,507,0.092586,0.220907,0.25974,0.188406,0.298225,151.2,1.772532,63.54,"{""DO_NOTHING"": 4969, ""ENTER_BUY"": 231, ""ENTER_SELL"": 276}","{""DO_NOTHING"": 4215, ""ENTER_BUY"": 427, ""ENTER_SELL"": 834}",False
rich_policy_strict,0.40,2024-11,4888,1054,0.21563,0.283681,0.261034,0.35249,-0.005636,-5.94,0.991043,211.87,"{""DO_NOTHING"": 3834, ""ENTER_BUY"": 793, ""ENTER_SELL"": 261}","{""DO_NOTHING"": 2613, ""ENTER_BUY"": 1115, ""ENTER_SELL"": 1160}",False
rich_policy_strict,0.40,2024-12,4567,654,0.143201,0.215596,0.190751,0.311111,-0.106254,-69.49,0.830073,165.44,"{""DO_NOTHING"": 3913, ""ENTER_BUY"": 519, ""ENTER_SELL"": 135}","{""DO_NOTHING"": 2761, ""ENTER_BUY"": 914, ""ENTER_SELL"": 892}",False
rich_policy_strict,0.40,2025-01,4844,1044,0.215524,0.257663,0.235209,0.301994,-0.009617,-10.04,0.983828,179.45,"{""DO_NOTHING"": 3800, ""ENTER_BUY"": 693, ""ENTER_SELL"": 351}","{""DO_NOTHING"": 2821, ""ENTER_BUY"": 928, ""ENTER_SELL"": 1095}",False
rich_policy_strict,0.40,2025-02,4612,1040,0.225499,0.286538,0.262108,0.337278,0.17074,177.57,1.329731,149.85,"{""DO_NOTHING"": 3572, ""ENTER_BUY"": 702, ""ENTER_SELL"": 338}","{""DO_NOTHING"": 2861, ""ENTER_BUY"": 905, ""ENTER_SELL"": 846}",False
rich_policy_strict,0.40,2025-03,4577,271,0.059209,0.372694,0.362791,0.410714,0.451402,122.33,2.016283,36.37,"{""DO_NOTHING"": 4306, ""ENTER_BUY"": 215, ""ENTER_SELL"": 56}","{""DO_NOTHING"": 2332, ""ENTER_BUY"": 1164, ""ENTER_SELL"": 1081}",False
rich_policy_strict,0.40,2025-04,5188,1277,0.246145,0.396241,0.496063,0.297508,0.212161,270.93,1.358122,111.38,"{""DO_NOTHING"": 3911, ""ENTER_BUY"": 635, ""ENTER_SELL"": 642}","{""DO_NOTHING"": 2083, ""ENTER_BUY"": 1674, ""ENTER_SELL"": 1431}",False
rich_policy_strict,0.40,2025-05,5176,1046,0.202087,0.310707,0.344045,0.276596,0.007658,8.01,1.012045,136.66,"{""DO_NOTHING"": 4130, ""ENTER_BUY"": 529, ""ENTER_SELL"": 517}","{""DO_NOTHING"": 2371, ""ENTER_BUY"": 1562, ""ENTER_SELL"": 1243}",False
rich_policy_strict,0.40,2025-06,4613,379,0.082159,0.30343,0.373057,0.231183,0.050026,18.96,1.082199,58.91,"{""DO_NOTHING"": 4234, ""ENTER_BUY"": 193, ""ENTER_SELL"": 186}","{""DO_NOTHING"": 2481, ""ENTER_BUY"": 1207, ""ENTER_SELL"": 925}",False
rich_policy_strict,0.40,2025-07,5235,943,0.180134,0.313892,0.266272,0.340496,0.175779,165.76,1.324619,88.67,"{""DO_NOTHING"": 4292, ""ENTER_BUY"": 338, ""ENTER_SELL"": 605}","{""DO_NOTHING"": 2834, ""ENTER_BUY"": 946, ""ENTER_SELL"": 1455}",False
rich_policy_strict,0.40,2025-08,4898,807,0.164761,0.266419,0.617391,0.208092,0.065638,52.97,1.110841,118.52,"{""DO_NOTHING"": 4091, ""ENTER_BUY"": 115, ""ENTER_SELL"": 692}","{""DO_NOTHING"": 2914, ""ENTER_BUY"": 974, ""ENTER_SELL"": 1010}",False
rich_policy_strict,0.40,2025-09,4901,560,0.114262,0.357143,0.25,0.409574,0.413393,231.5,1.95025,37.37,"{""DO_NOTHING"": 4341, ""ENTER_BUY"": 184, ""ENTER_SELL"": 376}","{""DO_NOTHING"": 3081, ""ENTER_BUY"": 863, ""ENTER_SELL"": 957}",False
rich_policy_strict,0.40,2025-10,5429,798,0.146988,0.238095,0.208,0.243685,0.201554,160.84,1.423977,64.57,"{""DO_NOTHING"": 4631, ""ENTER_BUY"": 125, ""ENTER_SELL"": 673}","{""DO_NOTHING"": 3455, ""ENTER_BUY"": 956, ""ENTER_SELL"": 1018}",False
rich_policy_strict,0.40,2025-11,4612,480,0.104076,0.24375,0.154762,0.262626,0.276833,132.88,1.650416,41.11,"{""DO_NOTHING"": 4132, ""ENTER_BUY"": 84, ""ENTER_SELL"": 396}","{""DO_NOTHING"": 3314, ""ENTER_BUY"": 621, ""ENTER_SELL"": 677}",False
rich_policy_strict,0.40,2025-12,4596,217,0.047215,0.110599,0.157895,0.09375,-0.157281,-34.13,0.723151,53.39,"{""DO_NOTHING"": 4379, ""ENTER_BUY"": 57, ""ENTER_SELL"": 160}","{""DO_NOTHING"": 3497, ""ENTER_BUY"": 616, ""ENTER_SELL"": 483}",False
rich_policy_strict,0.40,2026-01,4611,583,0.126437,0.267581,0.190909,0.285412,-0.07717,-44.99,0.88153,112.92,"{""DO_NOTHING"": 4028, ""ENTER_BUY"": 110, ""ENTER_SELL"": 473}","{""DO_NOTHING"": 2888, ""ENTER_BUY"": 857, ""ENTER_SELL"": 866}",False
rich_policy_strict,0.40,2026-02,4539,529,0.116545,0.168242,0.099617,0.235075,-0.12603,-66.67,0.780849,106.31,"{""DO_NOTHING"": 4010, ""ENTER_BUY"": 261, ""ENTER_SELL"": 268}","{""DO_NOTHING"": 3177, ""ENTER_BUY"": 581, ""ENTER_SELL"": 781}",False
rich_policy_strict,0.40,2026-03,4866,856,0.175915,0.363318,0.371105,0.357853,0.254428,217.79,1.470846,60.0,"{""DO_NOTHING"": 4010, ""ENTER_BUY"": 353, ""ENTER_SELL"": 503}","{""DO_NOTHING"": 2382, ""ENTER_BUY"": 1060, ""ENTER_SELL"": 1424}",False
rich_policy_strict,0.40,2026-04,2294,294,0.12816,0.210884,0.0,0.212329,-0.07483,-22.0,0.873301,83.6,"{""DO_NOTHING"": 2000, ""ENTER_BUY"": 2, ""ENTER_SELL"": 292}","{""DO_NOTHING"": 1283, ""ENTER_BUY"": 692, ""ENTER_SELL"": 319}",False
no_policy,0.50,2024-01,4900,575,0.117347,0.372174,0.187879,0.446341,0.296904,170.72,1.562912,126.65,"{""DO_NOTHING"": 4325, ""ENTER_BUY"": 165, ""ENTER_SELL"": 410}","{""DO_NOTHING"": 3222, ""ENTER_BUY"": 711, ""ENTER_SELL"": 967}",False
no_policy,0.50,2024-02,4900,236,0.048163,0.241525,0.274286,0.147541,0.113475,26.78,1.219113,41.82,"{""DO_NOTHING"": 4664, ""ENTER_BUY"": 175, ""ENTER_SELL"": 61}","{""DO_NOTHING"": 3681, ""ENTER_BUY"": 652, ""ENTER_SELL"": 567}",False
no_policy,0.50,2024-03,4857,213,0.043854,0.061033,0.080645,0.033708,-0.415869,-88.58,0.409427,105.07,"{""DO_NOTHING"": 4644, ""ENTER_BUY"": 124, ""ENTER_SELL"": 89}","{""DO_NOTHING"": 3713, ""ENTER_BUY"": 475, ""ENTER_SELL"": 669}",False
no_policy,0.50,2024-04,4901,326,0.066517,0.429448,0.338346,0.833333,0.602086,196.28,2.589955,43.82,"{""DO_NOTHING"": 4575, ""ENTER_BUY"": 266, ""ENTER_SELL"": 60}","{""DO_NOTHING"": 3419, ""ENTER_BUY"": 741, ""ENTER_SELL"": 741}",False
no_policy,0.50,2024-05,5476,234,0.042732,0.051282,0.046243,0.065574,-0.593248,-138.82,0.246567,142.53,"{""DO_NOTHING"": 5242, ""ENTER_BUY"": 173, ""ENTER_SELL"": 61}","{""DO_NOTHING"": 4306, ""ENTER_BUY"": 677, ""ENTER_SELL"": 493}",False
no_policy,0.50,2024-06,4612,260,0.056375,0.273077,0.333333,0.080645,-0.048846,-12.7,0.925369,53.59,"{""DO_NOTHING"": 4352, ""ENTER_BUY"": 198, ""ENTER_SELL"": 62}","{""DO_NOTHING"": 3394, ""ENTER_BUY"": 492, ""ENTER_SELL"": 726}",False
no_policy,0.50,2024-07,5000,229,0.0458,0.248908,0.286486,0.090909,0.184279,42.2,1.40499,64.18,"{""DO_NOTHING"": 4771, ""ENTER_BUY"": 185, ""ENTER_SELL"": 44}","{""DO_NOTHING"": 4219, ""ENTER_BUY"": 358, ""ENTER_SELL"": 423}",False
no_policy,0.50,2024-08,5188,208,0.040093,0.375,0.339623,0.411765,0.425577,88.52,1.920549,55.15,"{""DO_NOTHING"": 4980, ""ENTER_BUY"": 106, ""ENTER_SELL"": 102}","{""DO_NOTHING"": 3684, ""ENTER_BUY"": 801, ""ENTER_SELL"": 703}",False
no_policy,0.50,2024-09,4613,92,0.019944,0.217391,0.5,0.175,-0.25913,-23.84,0.630674,45.53,"{""DO_NOTHING"": 4521, ""ENTER_BUY"": 12, ""ENTER_SELL"": 80}","{""DO_NOTHING"": 3223, ""ENTER_BUY"": 785, ""ENTER_SELL"": 605}",True
no_policy,0.50,2024-10,5476,330,0.060263,0.345455,0.173913,0.46875,0.568636,187.65,2.702813,38.18,"{""DO_NOTHING"": 5146, ""ENTER_BUY"": 138, ""ENTER_SELL"": 192}","{""DO_NOTHING"": 4215, ""ENTER_BUY"": 427, ""ENTER_SELL"": 834}",False
no_policy,0.50,2024-11,4888,599,0.122545,0.365609,0.487047,0.14554,0.167613,100.4,1.282992,103.3,"{""DO_NOTHING"": 4289, ""ENTER_BUY"": 386, ""ENTER_SELL"": 213}","{""DO_NOTHING"": 2613, ""ENTER_BUY"": 1115, ""ENTER_SELL"": 1160}",False
no_policy,0.50,2024-12,4567,358,0.078388,0.142458,0.114706,0.666667,-0.454749,-162.8,0.408538,175.53,"{""DO_NOTHING"": 4209, ""ENTER_BUY"": 340, ""ENTER_SELL"": 18}","{""DO_NOTHING"": 2761, ""ENTER_BUY"": 914, ""ENTER_SELL"": 892}",False
no_policy,0.50,2025-01,4844,384,0.079273,0.429688,0.41954,0.438095,0.468047,179.73,2.010741,49.0,"{""DO_NOTHING"": 4460, ""ENTER_BUY"": 174, ""ENTER_SELL"": 210}","{""DO_NOTHING"": 2821, ""ENTER_BUY"": 928, ""ENTER_SELL"": 1095}",False
no_policy,0.50,2025-02,4612,331,0.071769,0.205438,0.164557,0.308511,-0.236828,-78.39,0.664957,131.27,"{""DO_NOTHING"": 4281, ""ENTER_BUY"": 237, ""ENTER_SELL"": 94}","{""DO_NOTHING"": 2861, ""ENTER_BUY"": 905, ""ENTER_SELL"": 846}",False
no_policy,0.50,2025-03,4577,524,0.114485,0.28626,0.322835,0.274559,-0.059866,-31.37,0.908369,139.58,"{""DO_NOTHING"": 4053, ""ENTER_BUY"": 127, ""ENTER_SELL"": 397}","{""DO_NOTHING"": 2332, ""ENTER_BUY"": 1164, ""ENTER_SELL"": 1081}",False
no_policy,0.50,2025-04,5188,788,0.151889,0.404822,0.558685,0.347826,0.217792,171.62,1.366709,66.38,"{""DO_NOTHING"": 4400, ""ENTER_BUY"": 213, ""ENTER_SELL"": 575}","{""DO_NOTHING"": 2083, ""ENTER_BUY"": 1674, ""ENTER_SELL"": 1431}",False
no_policy,0.50,2025-05,5176,370,0.071484,0.256757,0.446809,0.139738,-0.21273,-78.71,0.708481,109.0,"{""DO_NOTHING"": 4806, ""ENTER_BUY"": 141, ""ENTER_SELL"": 229}","{""DO_NOTHING"": 2371, ""ENTER_BUY"": 1562, ""ENTER_SELL"": 1243}",False
no_policy,0.50,2025-06,4613,294,0.063733,0.37415,0.75,0.22381,0.196122,57.66,1.334707,89.95,"{""DO_NOTHING"": 4319, ""ENTER_BUY"": 84, ""ENTER_SELL"": 210}","{""DO_NOTHING"": 2481, ""ENTER_BUY"": 1207, ""ENTER_SELL"": 925}",False
no_policy,0.50,2025-07,5235,465,0.088825,0.4,0.303371,0.422872,0.292753,136.13,1.554795,42.11,"{""DO_NOTHING"": 4770, ""ENTER_BUY"": 89, ""ENTER_SELL"": 376}","{""DO_NOTHING"": 2834, ""ENTER_BUY"": 946, ""ENTER_SELL"": 1455}",False
no_policy,0.50,2025-08,4898,691,0.141078,0.335745,0.660377,0.308777,0.12424,85.85,1.206927,79.29,"{""DO_NOTHING"": 4207, ""ENTER_BUY"": 53, ""ENTER_SELL"": 638}","{""DO_NOTHING"": 2914, ""ENTER_BUY"": 974, ""ENTER_SELL"": 1010}",False
no_policy,0.50,2025-09,4901,356,0.072638,0.162921,0.131737,0.190476,-0.370534,-131.91,0.496815,185.0,"{""DO_NOTHING"": 4545, ""ENTER_BUY"": 167, ""ENTER_SELL"": 189}","{""DO_NOTHING"": 3081, ""ENTER_BUY"": 863, ""ENTER_SELL"": 957}",False
no_policy,0.50,2025-10,5429,349,0.064284,0.286533,0.592593,0.230508,0.147679,51.54,1.280933,92.08,"{""DO_NOTHING"": 5080, ""ENTER_BUY"": 54, ""ENTER_SELL"": 295}","{""DO_NOTHING"": 3455, ""ENTER_BUY"": 956, ""ENTER_SELL"": 1018}",False
no_policy,0.50,2025-11,4612,251,0.054423,0.494024,0.0,0.525424,0.834741,209.52,3.934865,28.52,"{""DO_NOTHING"": 4361, ""ENTER_BUY"": 15, ""ENTER_SELL"": 236}","{""DO_NOTHING"": 3314, ""ENTER_BUY"": 621, ""ENTER_SELL"": 677}",False
no_policy,0.50,2025-12,4596,229,0.049826,0.148472,0.043478,0.160194,-0.205153,-46.98,0.676869,107.11,"{""DO_NOTHING"": 4367, ""ENTER_BUY"": 23, ""ENTER_SELL"": 206}","{""DO_NOTHING"": 3497, ""ENTER_BUY"": 616, ""ENTER_SELL"": 483}",False
no_policy,0.50,2026-01,4611,696,0.150943,0.364943,0.5,0.363372,0.122989,85.6,1.198765,118.0,"{""DO_NOTHING"": 3915, ""ENTER_BUY"": 8, ""ENTER_SELL"": 688}","{""DO_NOTHING"": 2888, ""ENTER_BUY"": 857, ""ENTER_SELL"": 866}",False
no_policy,0.50,2026-02,4539,299,0.065874,0.404682,0.163934,0.466387,0.557625,166.73,2.540943,45.65,"{""DO_NOTHING"": 4240, ""ENTER_BUY"": 61, ""ENTER_SELL"": 238}","{""DO_NOTHING"": 3177, ""ENTER_BUY"": 581, ""ENTER_SELL"": 781}",False
no_policy,0.50,2026-03,4866,290,0.059597,0.331034,0.398374,0.281437,0.027966,8.11,1.04291,51.0,"{""DO_NOTHING"": 4576, ""ENTER_BUY"": 123, ""ENTER_SELL"": 167}","{""DO_NOTHING"": 2382, ""ENTER_BUY"": 1060, ""ENTER_SELL"": 1424}",False
no_policy,0.50,2026-04,2294,448,0.195292,0.129464,,0.129464,-0.512299,-229.51,0.361248,268.86,"{""DO_NOTHING"": 1846, ""ENTER_SELL"": 448}","{""DO_NOTHING"": 1283, ""ENTER_BUY"": 692, ""ENTER_SELL"": 319}",False
rich_policy_light,0.50,2024-01,4900,525,0.107143,0.379048,0.197452,0.456522,0.296476,155.65,1.560215,118.65,"{""DO_NOTHING"": 4375, ""ENTER_BUY"": 157, ""ENTER_SELL"": 368}","{""DO_NOTHING"": 3222, ""ENTER_BUY"": 711, ""ENTER_SELL"": 967}",False
rich_policy_light,0.50,2024-02,4900,200,0.040816,0.285,0.322148,0.176471,0.271,54.2,1.57173,38.82,"{""DO_NOTHING"": 4700, ""ENTER_BUY"": 149, ""ENTER_SELL"": 51}","{""DO_NOTHING"": 3681, ""ENTER_BUY"": 652, ""ENTER_SELL"": 567}",False
rich_policy_light,0.50,2024-03,4857,120,0.024707,0.05,0.107143,0.0,-0.24375,-29.25,0.576026,56.39,"{""DO_NOTHING"": 4737, ""ENTER_BUY"": 56, ""ENTER_SELL"": 64}","{""DO_NOTHING"": 3713, ""ENTER_BUY"": 475, ""ENTER_SELL"": 669}",False
rich_policy_light,0.50,2024-04,4901,301,0.061416,0.392027,0.339623,0.777778,0.498837,150.15,2.216282,43.82,"{""DO_NOTHING"": 4600, ""ENTER_BUY"": 265, ""ENTER_SELL"": 36}","{""DO_NOTHING"": 3419, ""ENTER_BUY"": 741, ""ENTER_SELL"": 741}",False
rich_policy_light,0.50,2024-05,5476,168,0.030679,0.041667,0.05042,0.020408,-0.622619,-104.6,0.230543,108.31,"{""DO_NOTHING"": 5308, ""ENTER_BUY"": 119, ""ENTER_SELL"": 49}","{""DO_NOTHING"": 4306, ""ENTER_BUY"": 677, ""ENTER_SELL"": 493}",False
rich_policy_light,0.50,2024-06,4612,213,0.046184,0.29108,0.32948,0.125,0.034272,7.3,1.055232,37.59,"{""DO_NOTHING"": 4399, ""ENTER_BUY"": 173, ""ENTER_SELL"": 40}","{""DO_NOTHING"": 3394, ""ENTER_BUY"": 492, ""ENTER_SELL"": 726}",False
